custid,大类编码,大类名称,中类编码,中类名称,小类编码,小类名称,销售日期,销售月份,商品编码,规格型号,商品类型,单位,销售数量,销售金额,商品单价,是否促销
1164,20,粮油,2007,南北干货,200709,粉丝/条,20150406,201504,DW-2007090052,275g,一般商品,袋,1,5.5,5.7,否
1099,20,粮油,2007,南北干货,200706,红枣,20150406,201504,DW-2007060089,500g,一般商品,袋,1,39,39.9,否
658,12,蔬果,1201,蔬菜,120104,花果,20150406,201504,DW-1201040026,散称,生鲜,千克,1.126,4.7,1.98,否
730,15,日配,1518,常温乳品,151806,利乐枕加味奶,20150406,201504,DW-1518060020,230ml,一般商品,袋,16,33.6,2.8,是
730,20,粮油,2001,袋装速食面,200103,禽肉口味,20150406,201504,DW-2001030004,98g,一般商品,袋,1,2.5,3,否
52,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020045,散称,生鲜,千克,0.464,3.3,7.6,否
156,12,蔬果,1201,蔬菜,120105,鲜调味,20150406,201504,DW-1201050011,散称,生鲜,千克,0.806,1.72,6.56,否
2026,20,粮油,2005,煮食面/粉,200501,挂面,20150406,201504,DW-2005010184,800g,一般商品,袋,1,4.9,5.3,否
2283,12,蔬果,1201,蔬菜,120104,花果,20150406,201504,DW-1201040022,散称,生鲜,千克,0.654,5.02,5.6,否
2283,12,蔬果,1201,蔬菜,120104,花果,20150406,201504,DW-1201040035,散称,生鲜,千克,0.242,1.49,9.6,否
365,31,家居,3117,厨房清洁,311701,钢丝球,20150406,201504,DW-3117010002,2只,一般商品,袋,1,4.5,4.5,否
31,11,水产,1101,冰鲜水产,110106,虾类,20150406,201504,DW-1101060013,180g,生鲜,袋,1,19.5,19.5,否
1981,15,日配,1521,蛋类,152101,新鲜蛋品,20150406,201504,DW-1521010002,散称,一般商品,千克,2.068,39.27,19.2,否
1099,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150406,201504,DW-1505040010,100ml*8,一般商品,袋,1,8,8,否
168,22,休闲,2201,饼干,220101,苏打,20150406,201504,DW-2201010032,300g,一般商品,袋,1,12.9,12.9,否
49,10,肉禽,1001,猪肉,100101,鲜猪肉,20150406,201504,DW-1001010204,散称,生鲜,千克,0.606,12.73,25.8,否
437,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020013,散称,生鲜,千克,0.36,1.8,4,否
365,30,洗化,3002,浴厕厨清洁剂,300204,厨房清洁剂,20150406,201504,DW-3002040044,500g,一般商品,瓶,1,17.5,23.9,是
236,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020022,散称,生鲜,千克,0.991,4.34,6.56,否
31,12,蔬果,1202,加工豆类,120205,豆类料理,20150406,201504,DW-1202058101,条,生鲜,条,3,4.5,1.5,否
2284,13,熟食,1306,中式熟菜,130603,中式水产熟菜,20150406,201504,DW-1306030023,散称,生鲜,kg,0.274,8.73,28,否
916,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020722,散称,生鲜,KG,0.404,5.2,20,否
168,22,休闲,2201,饼干,220109,薄脆,20150406,201504,DW-2201090108,238g,一般商品,袋,1,9.3,9.9,否
2281,12,蔬果,1203,水果,120309,进口水果,20150406,201504,DW-1203090210,散称,生鲜,KG,0.84,10.7,17.6,否
2277,22,休闲,2203,膨化点心,220302,袋装薯片,20150406,201504,DW-2203020058,60g,一般商品,袋,1,3.9,3.9,否
93,20,粮油,2005,煮食面/粉,200506,蔬菜挂面,20150406,201504,DW-2005060016,500g,一般商品,筒,1,4.5,4.7,否
2026,22,休闲,2204,蜜饯,220405,山楂,20150406,201504,DW-2204050117,138g,一般商品,袋,1,4.3,4.7,是
658,15,日配,1517,常温肉制品,151704,蔬菜火腿肠,20150406,201504,DW-1517040021,40g*10,一般商品,袋,1,10.2,13.9,是
1953,12,蔬果,1203,水果,120313,其它水果,20150406,201504,DW-1203130446,散称,生鲜,KG,0.794,1.58,30,否
2276,23,酒饮,2301,碳酸饮料,230199,苏打盐汽水,20150406,201504,DW-2301990018,1.25L*2,一般商品,组,1,10.9,11.9,否
2285,20,粮油,2011,液体调料,201102,生抽酱油,20150406,201504,DW-2011020038,160ml,一般商品,瓶,4,8,4.5,是
2285,22,休闲,2207,糖果,220702,奶糖,20150406,201504,DW-2207020003,227g,一般商品,袋,1,12.9,13.5,否
1008,12,蔬果,1203,水果,120309,进口水果,20150406,201504,DW-1203090216,散称,生鲜,KG,0.364,3.94,15.9,否
52,23,酒饮,2316,香烟,231601,国产省内香烟,20150406,201504,DW-2316010005,20支,一般商品,包,20,220,12,否
241,20,粮油,2011,液体调料,201102,生抽酱油,20150406,201504,DW-2011020021,500ml,一般商品,瓶,1,7.9,7.9,否
2123,22,休闲,2205,炒货,220599,其他炒货,20150406,201504,DW-2205990169,散称,一般商品,KG,0.218,7.8,35.8,否
730,20,粮油,2001,袋装速食面,200101,牛肉口味,20150406,201504,DW-2001010007,100g,一般商品,袋,1,2.5,3,否
398,12,蔬果,1203,水果,120305,瓜类,20150406,201504,DW-1203050047,散称,生鲜,KG,2.251,10.7,3.98,否
365,31,家居,3110,料理切具,311008,筷子,20150406,201504,DW-3110080129,KZ1010,一般商品,装,1,9,10,否
236,31,家居,3114,一次性用品,311405,一次性垃圾袋,20150406,201504,DW-3114050072,大号,一般商品,卷,1,12,13,否
916,23,酒饮,2316,香烟,231601,国产省内香烟,20150406,201504,DW-2316010024,20支,一般商品,包,4,80,22,否
2286,10,肉禽,1001,猪肉,100101,鲜猪肉,20150406,201504,DW-1001010194,散称,生鲜,千克,0.326,8.44,29.8,否
294,30,洗化,3002,浴厕厨清洁剂,300206,餐具清洁剂,20150406,201504,DW-3002060058,1.5kg,一般商品,瓶,1,12.9,15.7,是
1099,12,蔬果,1201,蔬菜,120104,花果,20150406,201504,DW-1201040042,散称,生鲜,千克,0.624,4.4,7.8,否
658,21,冲调,2103,咖啡,210301,咖啡,20150406,201504,DW-2103010124,72g,一般商品,袋,1,9.9,10.3,否
294,12,蔬果,1203,水果,120303,梨类,20150406,201504,DW-1203030157,散称,生鲜,KG,1.13,7.4,13.98,否
845,12,蔬果,1201,蔬菜,120103,芽菜,20150406,201504,DW-1201030018,散称,生鲜,kg,0.225,0.9,1.48,否
2288,12,蔬果,1203,水果,120313,其它水果,20150406,201504,DW-1203130452,散称,生鲜,KG,1.218,7.3,15,否
52,12,蔬果,1201,蔬菜,120104,花果,20150406,201504,DW-1201040049,散称,生鲜,千克,0.546,1.6,5.8,否
1099,23,酒饮,2303,果汁饮料,230302,桃饮料,20150406,201504,DW-2303020009,450ml,一般商品,瓶,1,2.7,3,否
437,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150406,201504,DW-2002010001,121g*5,一般商品,袋,1,9.9,11.9,是
437,22,休闲,2204,蜜饯,220405,山楂,20150406,201504,DW-2204050026,350g,一般商品,袋,1,3.5,5.5,是
459,13,熟食,1308,现制中式面点,130801,现制蒸类,20150406,201504,DW-1308010191,散称,生鲜,千克,0.369,1.47,6,否
968,31,家居,3110,料理切具,311001,菜刀,20150406,201504,DW-3110010066,B119,一般商品,把,1,20,20,否
31,12,蔬果,1201,蔬菜,120101,叶菜,20150406,201504,DW-1201010025,散称,生鲜,千克,0.236,0.42,3.96,否
730,15,日配,1519,外送面包糕点,151903,外送调理面包,20150406,201504,DW-1519030002,100g,一般商品,袋,1,3,3.3,否
617,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020034,散称,生鲜,千克,0.524,1.24,30,否
916,22,休闲,2207,糖果,220799,其他糖果,20150406,201504,DW-2207990007,散称,一般商品,千克,0.442,22.01,49.8,否
759,22,休闲,2206,即食熟制品,220603,禽肉,20150406,201504,DW-2206030146,90g,一般商品,袋,1,4.5,4.5,否
365,30,洗化,3001,室内清洁剂,300102,家用清洁剂,20150406,201504,DW-3001020015,25g*3,一般商品,盒,1,12.9,8.9,否
236,12,蔬果,1201,蔬菜,120101,叶菜,20150406,201504,DW-1201010004,散称,生鲜,千克,0.316,1.1,5.6,否
31,15,日配,1515,冷冻火锅类,151503,火锅丸类,20150406,201504,DW-1515030007,散称,一般商品,千克,0.37,11.69,32.6,否
31,20,粮油,2008,调味料,200805,香辛粉,20150406,201504,DW-2008050075,40g,一般商品,盒,1,2.9,2.9,否
2080,13,熟食,1306,中式熟菜,130603,中式水产熟菜,20150406,201504,DW-1306030023,散称,生鲜,kg,0.272,8.7,28,否
752,12,蔬果,1202,加工豆类,120201,豆腐,20150406,201504,DW-1202018267,块,生鲜,块,2,3,1.5,否
49,15,日配,1513,冷冻包子馒头,151301,甜馅包子,20150406,201504,DW-1513010001,360g,一般商品,袋,1,7.5,7.7,否
916,22,休闲,2207,糖果,220799,其他糖果,20150406,201504,DW-2207990018,散称,一般商品,千克,0.302,21.44,71,否
1981,10,肉禽,1001,猪肉,100101,鲜猪肉,20150406,201504,DW-1001010205,散称,生鲜,千克,0.824,17.96,19.8,否
2283,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020022,散称,生鲜,千克,0.724,3.17,6.56,否
2283,22,休闲,2205,炒货,220513,香瓜子,20150406,201504,DW-2205130016,160g,一般商品,袋,1,5.9,5.9,否
1099,22,休闲,2201,饼干,220104,曲奇,20150406,201504,DW-2201040010,50g,一般商品,盒,1,3.9,4.3,否
2080,13,熟食,1302,卤制熟食,130201,卤制畜类,20150406,201504,DW-1302010078,散称,联营商品,kg,0.172,18.9,90,否
1164,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020044,散称,生鲜,千克,0.469,1.49,3.96,否
2277,12,蔬果,1203,水果,120303,梨类,20150406,201504,DW-1203030155,散称,生鲜,KG,1.454,9.8,11.98,否
93,15,日配,1519,外送面包糕点,151902,外送甜面包,20150406,201504,DW-1519020024,散称,一般商品,千克,0.634,10.77,17.8,否
2289,15,日配,1518,常温乳品,151813,利乐砖乳酸菌,20150406,201504,DW-1518130011,200ml,一般商品,盒,12,63.6,5.3,否
2288,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150406,201504,DW-3018020117,4片,一般商品,包,1,4.5,4.7,否
2285,20,粮油,2011,液体调料,201111,料酒,20150406,201504,DW-2011110005,500mL,一般商品,瓶,1,4.9,5.9,否
730,12,蔬果,1201,蔬菜,120101,叶菜,20150406,201504,DW-1201010025,散称,生鲜,千克,0.27,0.4,3.96,否
730,30,洗化,3013,口腔卫生用品,301303,成人牙刷,20150406,201504,DW-3013030028,B-16,一般商品,支,1,4.9,4.9,否
730,30,洗化,3016,纸制品,301608,软抽纸巾,20150406,201504,DW-3016080271,400张*6,一般商品,提,1,8.9,13.9,是
752,15,日配,1518,常温乳品,151803,利乐砖营养奶,20150406,201504,DW-1518030030,250ml*12,一般商品,提,1,69,76,是
2123,23,酒饮,2306,运动机能饮料,230602,运动饮料,20150406,201504,DW-2306020022,500ml,一般商品,瓶,1,4,4,否
2026,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020013,散称,生鲜,千克,0.606,2.1,4,否
2026,30,洗化,3016,纸制品,301603,无芯纸,20150406,201504,DW-3016030112,100g*10卷,一般商品,提,1,16.9,19.9,是
1226,30,洗化,3007,洗浴用品,300704,沐浴露,20150406,201504,DW-3007040119,400ml,一般商品,瓶,1,14.9,21.9,是
2281,22,休闲,2205,炒货,220515,南瓜子,20150406,201504,DW-2205150010,144g,一般商品,袋,1,6.5,8.3,是
31,10,肉禽,1004,鸡产品,100402,分割鸡件,20150406,201504,DW-1004020001,散称,生鲜,千克,0.26,9.8,35.8,否
2284,12,蔬果,1201,蔬菜,120105,鲜调味,20150406,201504,DW-1201050011,散称,生鲜,千克,0.307,0.67,6.56,否
1432,22,休闲,2203,膨化点心,220307,进口膨化,20150406,201504,DW-2203070016,160g,一般商品,罐,1,15.9,15.9,否
190,15,日配,1519,外送面包糕点,151905,外送西式糕点,20150406,201504,DW-1519050014,250g,一般商品,盒,1,4,4.3,否
190,21,冲调,2106,蜂蜜/面包酱,210603,面包酱,20150406,201504,DW-2106030005,170g,一般商品,瓶,1,8.9,9.3,否
2277,15,日配,1518,常温乳品,151809,百利包纯奶,20150406,201504,DW-1518090001,200ml,一般商品,袋,1,2.1,2.1,否
2080,12,蔬果,1201,蔬菜,120101,叶菜,20150406,201504,DW-1201010020, ,生鲜,包,1,6.3,4.98,否
1008,21,冲调,2106,蜂蜜/面包酱,210699,其他蜂蜜/面包,20150406,201504,DW-2106990040,1.05kg,一般商品,瓶,1,38,56,是
2277,20,粮油,2001,袋装速食面,200105,干脆面,20150406,201504,DW-2001050023,26g,一般商品,袋,1,0.5,0.5,否
1442,30,洗化,3013,口腔卫生用品,301302,儿童牙膏,20150406,201504,DW-3013020080,40g,一般商品,支,1,7.5,7.7,否
2288,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150406,201504,DW-3018020121,10片,一般商品,包,1,6.9,6.9,否
759,23,酒饮,2309,啤酒,230901,国产黄啤,20150406,201504,DW-2309010067,4.1%500ml,一般商品,听,1,8.8,9.8,否
365,30,洗化,3006,洗衣用品,300601,洗衣粉,20150406,201504,DW-3006010006,300g,一般商品,袋,1,3.9,3.9,否
963,33,文体,3320,美术用品,332003,水彩笔,20150406,201504,DW-3320030088,KK-195,一般商品,卡,1,15,15.5,否
31,12,蔬果,1201,蔬菜,120106,菌菇类,20150406,201504,DW-1201060010,散称,生鲜,千克,0.192,1.99,9,否
339,12,蔬果,1201,蔬菜,120105,鲜调味,20150406,201504,DW-1201050011,散称,生鲜,千克,0.306,0.6,6.56,否
294,12,蔬果,1203,水果,120303,梨类,20150406,201504,DW-1203030164,散称,生鲜,KG,1.396,23.7,9.96,否
241,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150406,201504,DW-2002010015,100g*5,一般商品,组,1,11.6,14.7,否
241,20,粮油,2011,液体调料,201107,滴醋,20150406,201504,DW-2011070010,480mL,一般商品,瓶,1,3.8,3.8,否
2123,20,粮油,2002,袋装速食面组,200204,海鲜口味,20150406,201504,DW-2002040003,96g*5,一般商品,组,1,10.9,14.7,是
459,12,蔬果,1201,蔬菜,120103,芽菜,20150406,201504,DW-1201030002,散称,生鲜,千克,0.349,1.04,2.78,否
459,12,蔬果,1201,蔬菜,120106,菌菇类,20150406,201504,DW-1201060002,散称,生鲜,千克,0.39,2.48,18,否
2281,15,日配,1505,冷藏乳品,150502,冷藏加味酸乳,20150406,201504,DW-1505020161,350ml,一般商品,瓶,1,5.5,6,是
49,12,蔬果,1201,蔬菜,120104,花果,20150406,201504,DW-1201040049,散称,生鲜,千克,0.447,1.87,5.8,否
2283,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150406,201504,DW-1517010076,60g*10,一般商品,袋,1,12.3,16.9,是
2278,10,肉禽,1001,猪肉,100102,猪下水,20150406,201504,DW-1001020104,散称,生鲜,千克,0.508,16.15,31,否
2123,22,休闲,2202,糕点,220299,其他糕点,20150406,201504,DW-2202990023,散称,一般商品,千克,0.2,10.3,51.8,否
2123,22,休闲,2204,蜜饯,220499,其他蜜饯,20150406,201504,DW-2204990106,散称,联营商品,千克,0.47,4.6,16.8,是
459,12,蔬果,1201,蔬菜,120101,叶菜,20150406,201504,DW-1201010001,散称,生鲜,千克,0.446,1.62,5.56,否
2286,12,蔬果,1201,蔬菜,120104,花果,20150406,201504,DW-1201040022,散称,生鲜,千克,0.44,3.4,5.6,否
365,15,日配,1505,冷藏乳品,150502,冷藏加味酸乳,20150406,201504,DW-1505020011,150g,一般商品,袋,15,26.9,2.4,是
236,31,家居,3117,厨房清洁,311704,抹布,20150406,201504,DW-3117040073,MTFB3+1,一般商品,包,1,26,26,否
617,20,粮油,2011,液体调料,201103,凉拌酱油,20150406,201504,DW-2011030015,500mL,一般商品,瓶,1,5.5,5.7,否
31,23,酒饮,2309,啤酒,230901,国产黄啤,20150406,201504,DW-2309010006,11%500ml,一般商品,听,1,3.5,3.9,否
2283,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020362,散称,生鲜,千克,0.36,2.72,3.98,否
2283,13,熟食,1308,现制中式面点,130801,现制蒸类,20150406,201504,DW-1308010191,散称,生鲜,千克,0.633,2.52,6,否
294,15,日配,1521,蛋类,152101,新鲜蛋品,20150406,201504,DW-1521010001,散称,一般商品,千克,1.122,22.2,19.8,否
49,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020008,散称,生鲜,千克,0.298,1.24,5.8,否
49,12,蔬果,1203,水果,120313,其它水果,20150406,201504,DW-1203130332,散称,生鲜,KG,0.964,5.57,5.96,否
730,30,洗化,3013,口腔卫生用品,301304,儿童牙刷,20150406,201504,DW-3013040022,软毛,一般商品,支,1,3.9,4.9,否
1099,23,酒饮,2302,纯果汁,230203,纯苹果汁,20150406,201504,DW-2302030004,255ml,一般商品,瓶,1,5.2,5.7,否
2285,20,粮油,2011,液体调料,201103,凉拌酱油,20150406,201504,DW-2011030019,500ml,一般商品,瓶,1,6.9,7.9,否
52,15,日配,1518,常温乳品,151804,利乐砖酸酸乳,20150406,201504,DW-1518040029,250ml,一般商品,盒,2,3.2,2,是
437,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020722,散称,生鲜,KG,0.404,5.2,20,否
759,23,酒饮,2314,进口酒,231404,预调酒,20150406,201504,DW-2314040060,3.8%275ml,一般商品,瓶,1,12.5,13.8,否
2280,22,休闲,2201,饼干,220106,钙奶,20150406,201504,DW-2201060044,225g,一般商品,袋,1,6.5,6.7,否
31,20,粮油,2013,调味酱,201303,火锅底料,20150406,201504,DW-2013030004,100g,一般商品,盒,1,2.5,3.7,是
52,12,蔬果,1201,蔬菜,120106,菌菇类,20150406,201504,DW-1201060003,散称,生鲜,千克,0.264,2,6.56,否
49,12,蔬果,1201,蔬菜,120102,根茎,20150406,201504,DW-1201020722,散称,生鲜,KG,0.406,5.26,20,否
968,11,水产,1101,冰鲜水产,110106,虾类,20150406,201504,DW-1101060013,180g,生鲜,袋,1,19.5,19.5,否
968,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150406,201504,DW-2002010070,103g*5,一般商品,包,1,12.3,14.7,否
49,12,蔬果,1201,蔬菜,120104,花果,20150406,201504,DW-1201040016,散称,生鲜,千克,0.566,2.43,1.6,否
658,20,粮油,2014,酱菜类,201401,榨菜,20150406,201504,DW-2014010049,128g,一般商品,袋,1,1.5,1.7,否
759,22,休闲,2205,炒货,220511,锅巴,20150406,201504,DW-2205110020,103g,一般商品,袋,1,3.5,3.5,否
365,20,粮油,2013,调味酱,201302,辣酱,20150406,201504,DW-2013020161,210g,一般商品,瓶,1,8.5,8.9,否
2280,12,蔬果,1202,加工豆类,120204,豆干豆皮,20150406,201504,DW-1202048078,散称,生鲜,千克,0.35,2.7,5,否
1235,30,洗化,3008,洗护发用品,300801,洗发水,20150407,201504,DW-3008010293,750ml,一般商品,瓶,1,49.9,69.9,是
81,22,休闲,2202,糕点,220208,散称糕点,20150407,201504,DW-2202080030, ,一般商品,KG,0.832,12.92,15.6,否
67,22,休闲,2202,糕点,220208,散称糕点,20150407,201504,DW-2202080026,散称,一般商品,KG,0.548,14.1,33.8,是
326,30,洗化,3006,洗衣用品,300602,洗衣液,20150407,201504,DW-3006020182,500g*3,一般商品,袋,1,16.5,17.9,否
2290,20,粮油,2013,调味酱,201303,火锅底料,20150407,201504,DW-2013030026,160g,一般商品,杯,1,3.5,3.9,否
533,12,蔬果,1201,蔬菜,120101,叶菜,20150407,201504,DW-1201010001,散称,生鲜,千克,0.22,0.9,5.56,否
533,13,熟食,1308,现制中式面点,130801,现制蒸类,20150407,201504,DW-1308010191,散称,生鲜,千克,0.698,2.77,6,否
2291,22,休闲,2209,巧克力,220905,黑/纯巧克力,20150407,201504,DW-2209050053,100g,一般商品,盒,1,18.9,18.9,否
2292,10,肉禽,1004,鸡产品,100402,分割鸡件,20150407,201504,DW-1004020002,散称,生鲜,千克,0.46,8.1,19,否
2292,20,粮油,2009,盐/糖,200902,功能盐,20150407,201504,DW-2009020015,400g,一般商品,袋,1,2.8,2.8,否
2005,30,洗化,3018,卫生巾,301804,卫生护垫,20150407,201504,DW-3018040088,20片,一般商品,包,1,4.5,4.7,否
2293,12,蔬果,1203,水果,120301,柑桔柚类,20150407,201504,DW-1203010295,散称,生鲜,KG,0.202,2.02,16,否
352,20,粮油,2009,盐/糖,200906,冰糖,20150407,201504,DW-2009060030,400g,一般商品,袋,1,8.9,8.9,否
2105,22,休闲,2207,糖果,220799,其他糖果,20150407,201504,DW-2207990007,散称,一般商品,千克,0.136,6.7,49.8,否
925,30,洗化,3016,纸制品,301603,无芯纸,20150407,201504,DW-3016030006,1*12,一般商品,提,1,11.9,15.5,是
174,12,蔬果,1201,蔬菜,120105,鲜调味,20150407,201504,DW-1201050007,散称,生鲜,千克,0.23,0.91,15.6,否
1235,30,洗化,3018,卫生巾,301802,夜用卫生巾,20150407,201504,DW-3018020028,8片,一般商品,包,1,6.9,6.9,否
842,10,肉禽,1004,鸡产品,100402,分割鸡件,20150407,201504,DW-1004020002,散称,生鲜,千克,0.596,10.61,19,否
1990,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150407,201504,DW-1517010002,40g*10,一般商品,袋,1,12.7,13.3,否
1139,15,日配,1517,常温肉制品,151701,猪肉火腿肠,20150407,201504,DW-1517010006,40g*10,一般商品,袋,1,12,12.9,否
1139,22,休闲,2208,口香糖,220802,有糖口香糖,20150407,201504,DW-2208020004,15g,一般商品,块,1,1.5,1.5,否
1199,22,休闲,2201,饼干,220101,苏打,20150407,201504,DW-2201010029,150g,一般商品,代,1,3.5,3.5,否
1931,15,日配,1518,常温乳品,151803,利乐砖营养奶,20150407,201504,DW-1518030057,125ml*4,一般商品,组,4,36.8,9.2,否
866,15,日配,1517,常温肉制品,151799,其它火腿肠,20150407,201504,DW-1517990003,180g,一般商品,根,1,4,4.3,否
866,20,粮油,2013,调味酱,201302,辣酱,20150407,201504,DW-2013020106,275g,一般商品,瓶,1,7.2,7.3,否
1003,20,粮油,2008,调味料,200803,鸡精,20150407,201504,DW-2008030005,227g,一般商品,袋,1,8.5,8.9,否
1003,20,粮油,2009,盐/糖,200902,功能盐,20150407,201504,DW-2009020015,400g,一般商品,袋,1,2.8,2.8,否
1003,23,酒饮,2313,其他国产酒,231301,国产滋补酒,20150407,201504,DW-2313010010,35%258ml,一般商品,瓶,1,19.9,19.5,否
2294,12,蔬果,1203,水果,120306,桃/李类,20150407,201504,DW-1203060100,散称,生鲜,KG,1.04,10.17,11.8,否
1462,23,酒饮,2301,碳酸饮料,230101,可乐型,20150407,201504,DW-2301010016,330ml,一般商品,听,1,2.3,2,否
1455,12,蔬果,1203,水果,120306,桃/李类,20150407,201504,DW-1203060093,散称,生鲜,KG,1.1,13.1,31.8,否
2295,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040035,散称,生鲜,千克,0.442,3,9.6,否
842,15,日配,1518,常温乳品,151810,百利包加味奶,20150407,201504,DW-1518100001,200ml,一般商品,袋,9,18,2,否
842,20,粮油,2011,液体调料,201111,料酒,20150407,201504,DW-2011110013,500mL,一般商品,瓶,1,3.9,3.9,否
121,12,蔬果,1205,其它加工,120501,咸菜干货,20150407,201504,DW-1205010017,散称,生鲜,kg,0.546,1.4,2,否
396,30,洗化,3016,纸制品,301608,软抽纸巾,20150407,201504,DW-3016080114,200抽*3,一般商品,提,1,6.9,9.7,是
644,12,蔬果,1202,加工豆类,120201,豆腐,20150407,201504,DW-1202018269,块,生鲜,块,2,4,2,否
75,23,酒饮,2311,国产白酒,231102,普通低度白酒,20150407,201504,DW-2311020445,45%500ml,一般商品,瓶,1,9.9,10,否
484,20,粮油,2009,盐/糖,200902,功能盐,20150407,201504,DW-2009020015,400g,一般商品,袋,1,2.8,2.8,否
2296,15,日配,1518,常温乳品,151805,利乐枕纯奶,20150407,201504,DW-1518050001,240ml,一般商品,袋,16,43.2,2.7,否
533,10,肉禽,1001,猪肉,100101,鲜猪肉,20150407,201504,DW-1001010194,散称,生鲜,千克,0.286,7.44,29.8,否
542,15,日配,1518,常温乳品,151806,利乐枕加味奶,20150407,201504,DW-1518060019,230ml,一般商品,袋,1,2.8,2.8,否
2036,12,蔬果,1201,蔬菜,120105,鲜调味,20150407,201504,DW-1201050007,散称,生鲜,千克,0.216,0.84,15.6,否
2292,20,粮油,2011,液体调料,201103,凉拌酱油,20150407,201504,DW-2011030010,350mL,一般商品,袋,1,1.2,1.3,否
2295,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020010,散称,生鲜,千克,0.725,1,3.8,否
174,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020044,散称,生鲜,千克,0.468,1.58,3.96,否
2263,21,冲调,2105,冲调食品,210505,核桃粉/糊,20150407,201504,DW-2105050027,700g,一般商品,袋,1,32,32,否
2293,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020017,散称,生鲜,千克,0.587,1.75,2.56,否
75,12,蔬果,1201,蔬菜,120102,根茎,20150407,201504,DW-1201020722,散称,生鲜,KG,0.824,9.1,20,否
591,20,粮油,2011,液体调料,201103,凉拌酱油,20150407,201504,DW-2011030013,620mL,一般商品,瓶,1,4.9,4.9,否
1199,23,酒饮,2311,国产白酒,231103,普通高度白酒,20150407,201504,DW-2311030037,52%500ml,一般商品,瓶,3,21,7.7,否
1199,30,洗化,3016,纸制品,301602,平板纸,20150407,201504,DW-3016020066,228张,一般商品,包,1,2.9,3.9,是
250,12,蔬果,1201,蔬菜,120109,其它蔬菜,20150407,201504,DW-1201090232,散称,生鲜,千克,0.358,6.24,12,否
866,20,粮油,2011,液体调料,201107,滴醋,20150407,201504,DW-2011070008,500mL,一般商品,瓶,1,4.8,4.8,否
2297,20,粮油,2014,酱菜类,201401,榨菜,20150407,201504,DW-2014010012,60g,一般商品,袋,1,0.5,0.5,否
650,34,针织,3408,男袜,340802,男绅士袜,20150407,201504,DW-3408021192,22-24cm,一般商品,双,1,2.9,2.9,否
201,22,休闲,2201,饼干,220106,钙奶,20150407,201504,DW-2201060015,200g,一般商品,袋,1,5.7,5.7,否
2298,15,日配,1511,冷冻馄饨,151103,菜肉馄饨,20150407,201504,DW-1511030003,500g,一般商品,袋,1,13.5,13.9,否
108,12,蔬果,1203,水果,120302,苹果类,20150407,201504,DW-1203020175,散称,生鲜,KG,1.378,14.3,27.8,否
108,20,粮油,2002,袋装速食面组,200201,牛肉口味,20150407,201504,DW-2002010015,100g*5,一般商品,组,1,11.6,14.7,否
67,20,粮油,2003,桶杯装速食面,200301,牛肉口味,20150407,201504,DW-2003010037,143g,一般商品,桶,1,4.1,5.5,否
819,15,日配,1505,冷藏乳品,150502,冷藏加味酸乳,20150407,201504,DW-1505020001,100g*6,一般商品,组,1,11.9,14.9,是
842,12,蔬果,1201,蔬菜,120104,花果,20150407,201504,DW-1201040043,散称,生鲜,千克,0.046,1.05,9,否
591,20,粮油,2009,盐/糖,200902,功能盐,20150407,201504,DW-2009020015,400g,一般商品,袋,1,2.8,2.8,否
1199,22,休闲,2201,饼干,220106,钙奶,20150407,201504,DW-2201060002,225g,一般商品,袋,2,8.6,4.7,否
916,12,蔬果,1205,其它加工,120501,咸菜干货,20150407,201504,DW-1205010195,散称,生鲜,千克,0.268,10.66,50,否
2299,15,日配,1505,冷藏乳品,150504,冷藏乳酸菌,20150407,201504,DW-1505040001,100g*8,一般商品,组,1,8.9,12.9,是
1817,12,蔬果,1201,蔬菜,120101,叶菜,20150407,201504,DW-1201010025,散称,生鲜,千克,0.938,1.85,3.96,否
761,22,休闲,2204,蜜饯,220499,其他蜜饯,20150407,201504,DW-2204990106,散称,联营商品,千克,0.328,3.2,16.8,是
